Species	South_China_Sea	Sunda_Shelf	Java_Transitional	South_Kuroshio	Tropical_Northwestern_Pacific	Western_Coral_Triangle	Eastern_Coral_Triangle	Sahul_Shelf	Northeast_Australian_Shelf	Northwest_Australian_Shelf	Tropical_Southwestern_Pacific	Lord_Howe_and_Norfolk_Islands	Hawaii	Marshall_Gilbert_and_Ellis_Islands	Central_Polynesia	Southeast_Polynesia	Marquesas	Easter_Island
Coris dorsomacula	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0
Coris flavovittata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Coris gaimard	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Coris hewetti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Coris marquesensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Coris musume	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Coris picta	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
Coris pictoides	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0
Coris roseoviridis	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
Coris sandeyeri	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Coris venusta	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Coryogalops tessellatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Coryphopterus gracilis	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Coryphopterus humeralis	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0
Coryphopterus personatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Corythoichthys amplexus	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Corythoichthys benedetto	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Corythoichthys flavofasciatus	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Corythoichthys haematopterus	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Corythoichthys intestinalis	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0
Corythoichthys nigripectus	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0
Corythoichthys ocellatus	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0
Corythoichthys paxtoni	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Corythoichthys polynotatus	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Corythoichthys schultzi	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Cosmocampus balli	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cosmocampus banneri	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0
Cosmocampus darrosanus	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
Cosmocampus howensis	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
Cosmocampus investigatoris	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cosmocampus maxweberi	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0
Cottapistus cottoides	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Cottapistus praepositus	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cottapistus scorpio	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Crenimugil crenilabis	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0
Creocele cardinalis	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Cristatogobius lophius	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Cristatogobius nonatoae	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cristiceps aurantiacus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cromileptes altivelis	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Crossosalarias macrospilus	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0
Cryptocentroides insignis	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Cryptocentrus albidorsus	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus caeruleomaculatus	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0
Cryptocentrus caeruleopunctatus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus callopterus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus cebuanus	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
Cryptocentrus cinctus	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Cryptocentrus cyanotaenia	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0
Cryptocentrus diproctotaenia	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus fasciatus	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Cryptocentrus inexplicatus	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus insignitus	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cryptocentrus leonis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus leptocephalus	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0
Cryptocentrus leucostictus	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0
Cryptocentrus lutheri	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cryptocentrus maudae	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
Cryptocentrus melanopus	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Cryptocentrus nigrocellatus	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Cryptocentrus niveatus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus russus	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
Cryptocentrus sericus	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Cryptocentrus shigensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus singapurensis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus strigilliceps	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Cryptocentrus tentaculatus	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Cryptocentrus wehrlei	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptocentrus yatsui	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crystallodytes cookei	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
Crystallodytes enderburyensis	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0
Crystallodytes pauciradiatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Ctenochaetus binotatus	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Ctenochaetus cyanocheilus	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Ctenochaetus flavicauda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Ctenochaetus hawaiiensis	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
Ctenochaetus marginatus	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0
Ctenochaetus striatus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Ctenochaetus strigosus	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0
Ctenochaetus tominiensis	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0
Ctenochaetus truncatus	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctenogobiops aurocingulus	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0
Ctenogobiops crocineus	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0
Ctenogobiops feroculus	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Ctenogobiops maculosus	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0
Ctenogobiops phaeostictus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ctenogobiops pomastictus	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Ctenogobiops tangaroai	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0
Ctenogobiops tongaensis	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Ctenogobius grammatogaster	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Cyclichthys hardenbergi	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Cyclichthys orbicularis	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0
Cyclichthys spilostylus	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Cymbacephalus beauforti	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0
Cymbacephalus bosschei	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Cymbacephalus nematophthalmus	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Cymolutes lecluse	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
Cymolutes praetextatus	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Cymolutes torquatus	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0
Cynoglossus bilineatus	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Cypho purpurascens	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0
Cypho zaps	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cyprinocirrhites polyactis	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0
Dactylophora nigricans	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dactyloptena orientalis	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Dactylopus dactylopus	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Dampierosa daruma	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dascyllus albisella	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dascyllus aruanus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Dascyllus auripinnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Dascyllus carneus	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Dascyllus flavicaudus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
Dascyllus melanurus	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0
Dascyllus reticulatus	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Dascyllus strasburgi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dascyllus trimaculatus	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Dasyatis akajei	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dasyatis brevicaudata	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0
Dasyatis dipterura	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dasyatis hawaiiensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dasyatis lata	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dasyatis thetidis	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
Dasyatis zugei	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Decapterus kurroides	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
Decapterus macrosoma	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Decapterus maruadsi	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Decodon pacificus	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Dendrochirus barberi	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dendrochirus bellus	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dendrochirus biocellatus	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0
Dendrochirus brachypterus	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
Dendrochirus sausaulele	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dendrochirus zebra	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Dentatherina merceri	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Dermatopsis greenfieldi	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dermatopsis macrodon	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
Diademichthys lineatus	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Diagramma labiosum	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Diagramma melanacrum	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Diagramma pictum	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0
Diancistrus alatus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Diancistrus alleni	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0
Diancistrus altidorsalis	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Diancistrus atollorum	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
Diancistrus beateae	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0
Diancistrus brevirostris	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Diancistrus eremitus	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Diancistrus erythraeus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diancistrus fijiensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Diancistrus fuscus	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Diancistrus jackrandalli	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diancistrus jeffjohnsoni	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Diancistrus karinae	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Diancistrus katrineae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Diancistrus leisi	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Diancistrus longifilis	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
Diancistrus machidai	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Diancistrus manciporus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Diancistrus mcgroutheri	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Diancistrus mennei	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Diancistrus niger	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Diancistrus novaeguineae	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0
Diancistrus pohnpeiensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Diancistrus robustus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Diancistrus springeri	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Diancistrus tongaensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
Diancistrus vietnamensis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dicotylichthys punctulatus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Didymothallus criniceps	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Didymothallus mizolepis	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Dinematichthys iluocoeteoides	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0
Diodon eydouxii	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0
Diodon holocanthus	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1
Diodon hystrix	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Diodon liturosus	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Diodon nicthemerus	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Diplogrammus goramensis	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0
Diplogrammus xenicus	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Diploprion bifasciatum	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0
Diproctacanthus xanthurus	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0
Dipterygonotus balteatus	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Dipulus caecus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dipulus hutchinsi	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dipulus norfolkanus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Dischistodus chrysopoecilus	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Dischistodus darwiniensis	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Dischistodus fasciatus	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
Dischistodus melanotus	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Dischistodus perspicillatus	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Dischistodus prosopotaenia	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Dischistodus pseudochrysopoecilus	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Discordipinna griessingeri	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0
Discotrema crinophilum	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Discotrema monogrammum	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Discotrema zonatum	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Doederleinia berycoides	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
Doryrhamphus excisus excisus	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0
Doryrhamphus janssi	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0
Doryrhamphus japonicus	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Doryrhamphus negrosensis negrosensis	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
Dotalabrus aurantiacus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Drepane longimana	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Drepane punctata	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0
Drombus kranjiensis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drombus ocyurus	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Dunckerocampus baldwini	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dunckerocampus boylei	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dunckerocampus chapmani	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dunckerocampus dactyliophorus	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Dunckerocampus multiannulatus	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dunckerocampus naia	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
Dunckerocampus pessuliferus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dussumieria acuta	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0
Echelus uropterus	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0
Echeneis naucrates	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Echidna amblyodon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Echidna delicatula	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0
Echidna leucotaenia	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0
Echidna nebulosa	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Echidna polyzona	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Echidna unicolor	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0
Echidna xanthospilos	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
Echinogobius hayashii	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0
Echiodon coheni	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Ecsenius aequalis	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Ecsenius alleni	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
Ecsenius australianus	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Ecsenius axelrodi	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Ecsenius bandanus	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Ecsenius bathi	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Ecsenius bicolor	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
Ecsenius bimaculatus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius caeruliventris	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius collettei	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ecsenius dilemma	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius fijiensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ecsenius fourmanoiri	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0
Ecsenius isos	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Ecsenius kurti	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius lineatus	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
Ecsenius lividanalis	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Ecsenius lubbocki	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius mandibularis	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Ecsenius melarchus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius midas	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0
Ecsenius monoculus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Ecsenius nalolo	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ecsenius namiyei	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Ecsenius niue	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ecsenius oculatus	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ecsenius oculus	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Ecsenius ops	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius opsifrontalis	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0
Ecsenius pardus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Ecsenius paroculus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius pictus	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Ecsenius polystictus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius portenoyi	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
Ecsenius prooculis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ecsenius pulcher	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius randalli	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius schroederi	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Ecsenius sellifer	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Ecsenius shirleyae	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius stictus	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Ecsenius stigmatura	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius taeniatus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ecsenius tessera	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ecsenius tigris	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Ecsenius tricolor	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ecsenius trilineatus	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
Ecsenius yaeyamaensis	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Egglestonichthys patriciae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elacatinus inornatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Elagatis bipinnulata	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Eleotris eigenmanni	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Encheliophis chardewalli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Encheliophis gracilis	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
Encheliophis homei	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
Encheliophis vermicularis	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0
Encheliophis vermiops	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Enchelycore bayeri	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Enchelycore bikiniensis	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0
Enchelycore kamara	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
Enchelycore lichenosa	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enchelycore pardalis	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0
Enchelycore ramosa	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1
Enchelycore schismatorhynchus	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0
